Time,MotionAvg,MotionStd,DirectionAvg,DirectionStd,Homography
120,0.0295478,0.00182023,-0.547251,0.0284276,0.999984,1.61245e-05,0.0159768,-1.40667e-05,1.00001,0.0142122,-6.03816e-09,9.00013e-09,1
505,0.530331,0.00849195,-0.531182,0.0445105,0.999821,-9.64377e-05,-0.303209,-0.000110073,1.00021,-0.177512,-1.2263e-07,-1.49148e-07,1
904,3.21476,0.0384667,-0.64782,0.0444618,0.998436,-0.0066499,2.6248,1.16074e-05,0.997143,0.387605,-2.43061e-08,-3.77727e-06,1
1314,7.80589,0.0877779,-0.690786,0.0438032,0.996735,-0.0150499,5.33703,-7.15241e-06,0.994305,0.278355,-8.2683e-08,-8.54501e-06,1
1719,13.0254,0.19254,-0.794705,0.0597591,0.992955,-0.0277662,10.8961,-0.000374657,0.988661,1.80672,-3.41129e-07,-1.53926e-05,1
2084,18.3656,0.239451,-0.892925,0.0599381,0.990154,-0.0374298,14.0183,-0.000919833,0.985382,2.68971,-7.61224e-07,-1.97979e-05,1
2430,20.9225,0.401775,-1.22091,0.0782914,0.986427,-0.0466637,19.8633,-0.00106017,0.980579,3.99208,-1.1926e-06,-2.4376e-05,1
2799,27.2925,0.533728,-0.831082,0.0797025,0.987322,-0.0525293,19.6212,-0.000235943,0.978086,2.91556,-6.16906e-07,-2.90495e-05,1
3137,32.4679,0.413382,-1.02144,0.0640277,0.984774,-0.0591387,24.8711,6.58559e-05,0.972626,4.39106,-6.52916e-07,-3.42656e-05,1
3446,34.8009,0.515097,-0.844373,0.0688474,0.984642,-0.0620577,24.5714,-7.21428e-05,0.975207,0.303251,-1.0461e-06,-3.62608e-05,1
3768,38.8735,0.793864,-0.597296,0.108759,0.979743,-0.0801956,36.5767,0.000954347,0.961968,5.73121,-1.29694e-07,-4.58299e-05,1
4090,1.69789,0.0897466,0.0187902,0.0641346,1.01301,0.00803745,-19.831,0.000636075,1.00884,-2.82942,1.17025e-06,4.07262e-06,1
4431,1.50316,0.0353003,0.547811,0.0199101,1.00494,0.00197067,-5.16472,0.00093304,1.0039,-2.26813,7.6439e-07,1.13217e-06,1
4729,49.0747,1.86058,-0.815706,0.129743,0.978818,-0.0967501,39.238,0.0010412,0.958668,4.56635,3.258e-07,-5.41637e-05,1
5012,55.7948,1.39274,-0.584679,0.0983014,0.9819,-0.0907777,31.3954,0.000376792,0.964577,2.87742,-1.58727e-07,-5.18011e-05,1
5290,51.2994,2.24786,-0.55394,0.130392,0.97919,-0.0968808,38.0898,0.00195518,0.956503,3.91811,6.2659e-07,-5.69494e-05,1
5574,59.4767,1.11547,-0.632529,0.0823738,0.981491,-0.0954071,32.5289,0.000757387,0.961874,2.64738,2.68825e-07,-5.56957e-05,1
5847,54.5144,1.35867,-0.929043,0.0848523,0.976518,-0.103343,41.0192,0.000102951,0.95784,4.62566,-4.24619e-07,-5.8019e-05,1
6139,2.91026,0.046864,0.109132,0.0100307,0.986004,-0.00339528,18.8406,-0.00349476,0.98887,10.7039,-3.16922e-06,-1.37129e-06,1
6395,1.69755,0.0696114,0.339537,0.0181488,0.99021,-0.00185954,12.5178,-0.00260975,0.99275,8.13925,-2.56893e-06,-1.87872e-07,1
6680,53.0534,1.47862,-1.40997,0.0867267,0.95722,-0.109491,60.0425,-0.0043022,0.946064,14.405,-5.11888e-06,-5.88899e-05,1
6941,57.8501,1.21355,-0.70849,0.0863796,0.978911,-0.0937926,35.599,-0.000250826,0.963259,3.6048,-9.64278e-07,-5.24155e-05,1
7214,52.1299,1.17419,-0.529775,0.0819596,0.978893,-0.0940803,42.9589,0.00232526,0.960118,0.627598,8.36287e-08,-5.34611e-05,1
7509,47.6186,1.05182,-0.315807,0.0682911,0.98128,-0.0816978,40.1273,0.00218097,0.966487,-2.08577,-5.51405e-07,-4.79108e-05,1
7835,45.9267,1.65343,-0.0484787,0.0841921,0.985506,-0.0770365,37.2404,0.00321335,0.96847,-2.63945,4.53695e-07,-4.63821e-05,1
8168,45.6259,1.77929,0.52085,0.0744853,0.993039,-0.0692301,29.165,0.00519382,0.97579,-7.6584,1.68723e-06,-4.32768e-05,1
8535,47.4898,1.50159,0.259786,0.0761558,0.986076,-0.0695294,35.8549,0.00347237,0.969195,-0.964322,5.30023e-07,-4.41376e-05,1
8918,46.9067,1.12675,-0.26728,0.079114,0.99055,-0.062534,24.1247,0.00205876,0.978025,-2.69979,2.93719e-07,-3.93365e-05,1
9229,42.3217,1.29224,0.177636,0.0914076,0.987616,-0.0672915,36.9155,0.00325931,0.974837,-2.96064,1.61869e-07,-3.98642e-05,1
9570,40.5304,1.0344,0.289158,0.0683767,0.980811,-0.0693291,51.7369,0.00135408,0.973988,-0.734696,-1.98525e-06,-3.70132e-05,1
9898,45.1452,1.38605,0.696689,0.0282534,0.980095,-0.0683309,60.8654,0.00353162,0.972163,-3.87636,-1.86538e-06,-3.69195e-05,1
10271,44.3444,1.17697,0.496552,0.0219865,0.975133,-0.0663207,64.7593,0.00353809,0.963871,-0.972636,-2.01003e-06,-4.11398e-05,1
10703,44.0187,0.879578,0.453732,0.0151193,0.974863,-0.0719134,65.6885,0.00363907,0.962324,-1.56057,-2.043e-06,-4.38038e-05,1
11310,0.817393,0.0142776,-2.18877,0.0339648,1.00263,0.00191533,-4.43297,0.000147213,1.00281,-2.03589,3.6796e-07,8.97312e-07,1
11712,1.83154,0.0135909,-2.22111,0.0139671,0.99307,-0.00712209,10.3745,-0.00153354,0.98972,10.0816,-5.45834e-07,-3.63343e-06,1
11985,3.13856,0.0132997,0.0676735,0.00286126,0.996791,0.0083591,-0.0044422,-0.00355276,1.00545,0.798786,-2.1482e-06,3.83318e-06,1
12225,1.32332,0.0109753,-2.79377,0.0165479,0.997674,0.00127119,-0.23287,-0.000762149,1.00047,0.00551988,-8.51206e-07,5.35607e-07,1
12450,0.429045,0.0124389,-1.21215,0.063631,1.00081,0.00314768,-2.69759,-9.11296e-05,1.00416,-3.39109,-5.07069e-07,1.9662e-06,1
12645,0.324623,0.0125065,-0.247572,0.0579003,0.995535,-0.00285988,5.48844,-0.000765375,0.993819,4.90361,-4.54839e-07,-2.08847e-06,1
12851,1.48397,0.0159814,0.202606,0.0102879,0.999358,-0.00258496,2.27143,-0.00042507,0.995217,4.71544,5.11913e-07,-2.23393e-06,1
13049,0.243291,0.0132211,-0.695513,0.061426,0.99586,-0.00291939,5.81374,-0.000763413,0.994876,4.00465,-4.9433e-07,-1.6388e-06,1
13261,2.33821,0.015723,0.526551,0.00590536,1.00409,0.00120867,-3.38011,0.000707152,1.00144,-1.63848,9.56893e-07,2.05049e-07,1
13468,1.95047,0.0165344,0.10248,0.0142892,0.996711,0.0101841,-3.43643,-0.00454925,1.00591,2.0176,-2.79777e-06,4.78464e-06,1
13656,3.27196,0.0150055,0.0963655,0.0031249,1.0047,0.00127358,-0.80462,0.00119467,1.0053,-4.45457,6.24433e-07,1.66855e-06,1
13850,1.54387,0.014427,-2.93215,0.0128931,0.994927,-0.00582305,8.41182,0.00075064,0.993897,1.33059,-6.28764e-07,-2.08182e-06,1
14039,2.52797,0.0192208,0.219102,0.00648115,1.00022,0.00360575,-1.20065,-0.0014825,1.00293,-0.434013,-4.14608e-07,1.23e-06,1
14239,2.38572,0.0155489,1.04757,0.011,1.00159,0.00408573,-1.74642,0.000159812,1.00679,-3.37079,-7.029e-07,3.18173e-06,1
14425,0.976213,0.0148576,0.813742,0.0301765,0.99875,-0.00482986,5.64103,0.00147115,0.99442,2.74919,3.90855e-07,-2.02571e-06,1
14617,3.63302,0.0176467,0.325564,0.0045477,1.00631,0.00619318,-8.23725,-0.000380361,1.00648,-2.90904,8.20924e-07,2.22677e-06,1
14790,2.77112,0.0137496,0.143977,0.00446392,1.00115,0.00187134,-0.47966,-0.000858127,1.0015,1.09674,1.25018e-07,4.15711e-07,1
14972,2.28384,0.0152101,0.126853,0.00548106,1.00303,0.00282384,-2.30884,-0.000321365,1.00444,-2.00096,9.11601e-08,1.82102e-06,1
